#X	Y
1.192254e-13	7.500886e-15	-1.000000e-05
-3.371502e-12	-3.999072e-25	9.999999e-06
4.999913e-06	-4.799566e-11	-8.660304e-06
8.660343e-06	3.736157e-18	-4.999846e-06
1.000000e-05	0.000000e+00	2.636798e-10
8.660079e-06	-9.812803e-21	5.000302e-06
4.999625e-06	0.000000e+00	8.660470e-06
4.999625e-06	0.000000e+00	8.660470e-06
8.660079e-06	-9.812803e-21	5.000302e-06
1.000000e-05	0.000000e+00	2.636798e-10
8.660343e-06	3.736157e-18	-4.999846e-06
4.999913e-06	-4.799566e-11	-8.660304e-06
6.590922e-06	3.492222e-06	-6.660641e-06
8.953739e-06	3.562592e-06	-2.671794e-06
9.176682e-06	3.362889e-06	2.116479e-06
6.867912e-06	3.470874e-06	6.386299e-06
2.907507e-06	3.188275e-06	9.021158e-06
2.138234e-06	-3.398917e-06	9.158347e-06
6.403750e-06	-3.104028e-06	7.025453e-06
9.026077e-06	-3.247848e-06	2.825140e-06
9.181139e-06	-3.361234e-06	-2.099713e-06
6.967117e-06	-3.183920e-06	-6.428215e-06
2.734116e-06	-3.222340e-06	-9.063175e-06
2.518617e-06	3.549246e-06	-9.003301e-06
-1.529347e-06	3.207857e-06	9.347232e-06
-4.452868e-06	1.616009e-07	8.952421e-06
-2.300037e-06	-3.825321e-06	8.948560e-06
-1.887931e-06	-3.689462e-06	-9.100747e-06
-4.912968e-06	-5.960073e-07	-8.689507e-06
-2.215805e-06	2.843350e-06	-9.327678e-06
5.821296e-06	7.027919e-06	-4.089116e-06
2.865006e-06	6.709679e-06	-6.839002e-06
1.786107e-06	9.270864e-06	-3.295588e-06
4.246489e-06	9.047499e-06	-3.318012e-07
7.580740e-06	6.511313e-06	-3.676786e-07
6.682401e-06	6.356717e-06	3.864926e-06
3.555662e-06	6.272898e-06	6.928782e-06
-1.164837e-06	8.416853e-06	-5.272546e-06
-3.059387e-06	9.294322e-06	-2.062942e-06
2.901257e-07	9.981326e-06	5.375421e-07
1.717665e-07	8.820407e-06	4.708599e-06
-6.832536e-07	6.341445e-06	7.701898e-06
-5.686653e-06	6.862492e-06	-4.535216e-06
-6.720422e-06	7.393328e-06	-4.178885e-07
-3.566093e-06	9.154604e-06	1.864459e-06
-5.150686e-06	4.552148e-06	7.262808e-06
-6.675260e-06	-3.104498e-06	6.767790e-06
-4.212315e-06	-6.958392e-06	5.816973e-06
-1.500473e-07	-7.095863e-06	7.044587e-06
3.775364e-06	-6.155566e-06	6.917776e-06
6.907914e-06	-5.964493e-06	4.087242e-06
7.797091e-06	-6.252872e-06	-3.270498e-07
6.392948e-06	-6.170461e-06	-4.588641e-06
1.891688e-06	-9.807745e-06	4.792110e-07
4.167553e-06	-8.510644e-06	-3.193811e-06
3.114984e-06	-6.384295e-06	-7.038299e-06
-1.014718e-06	-7.083383e-06	-6.985415e-06
-5.792143e-06	-4.315829e-06	-6.915540e-06
-8.176931e-06	3.606965e-08	-5.756431e-06
-6.061212e-06	3.612592e-06	-7.085964e-06
-2.118295e-06	6.067563e-06	-7.661430e-06
3.652711e-07	-9.218311e-06	-3.858666e-06
-8.408513e-06	-3.623479e-06	-4.020859e-06
-9.869182e-06	9.358633e-07	-1.312789e-06
-8.464452e-06	4.294851e-06	-3.147588e-06
-7.202646e-06	5.894004e-06	3.658225e-06
-3.636963e-06	7.676212e-06	5.277146e-06
-7.744691e-06	1.736661e-06	6.083072e-06
-7.948887e-06	-5.220506e-06	3.092168e-06
-4.675378e-06	-8.600332e-06	2.043313e-06
-8.668698e-07	-9.303055e-06	3.563945e-06
3.214441e-06	-8.597670e-06	3.968303e-06
-6.538731e-06	-7.454656e-06	-1.293484e-06
-4.273799e-06	-7.879396e-06	-4.432805e-06
-1.878516e-06	-9.794475e-06	-7.344606e-07
-9.364545e-06	-3.503350e-06	-1.783971e-07
-9.450906e-06	-6.498708e-07	3.202817e-06
-9.085194e-06	3.912167e-06	1.467720e-06
3.484673e-06	8.726335e-06	3.421714e-06
5.463065e-06	-8.327853e-06	8.954262e-07
2.588142e-06	0.000000e+00	-9.659271e-06
7.071095e-06	0.000000e+00	-7.071040e-06
9.659315e-06	0.000000e+00	-2.587977e-06
9.659179e-06	0.000000e+00	2.588486e-06
7.070791e-06	0.000000e+00	7.071344e-06
2.587980e-06	0.000000e+00	9.659314e-06
2.587980e-06	0.000000e+00	9.659314e-06
7.070791e-06	0.000000e+00	7.071344e-06
9.659179e-06	0.000000e+00	2.588486e-06
9.659315e-06	0.000000e+00	-2.587977e-06
7.071095e-06	0.000000e+00	-7.071040e-06
2.588142e-06	0.000000e+00	-9.659271e-06
5.936030e-06	1.788455e-06	-7.846335e-06
7.815886e-06	1.789671e-06	-5.975701e-06
9.014487e-06	1.823254e-06	-3.926165e-06
9.734939e-06	1.829805e-06	-1.372140e-06
9.791993e-06	1.717158e-06	1.080851e-06
9.148770e-06	1.724881e-06	3.650313e-06
7.936297e-06	1.773948e-06	5.819647e-06
6.093610e-06	1.782195e-06	7.726039e-06
4.028122e-06	1.624236e-06	9.007557e-06
1.490688e-06	1.634641e-06	9.752220e-06
1.092347e-06	-1.736387e-06	9.787325e-06
3.661607e-06	-1.743601e-06	9.140705e-06
5.806270e-06	-1.580482e-06	7.986820e-06
7.715697e-06	-1.589896e-06	6.159565e-06
9.018545e-06	-1.656146e-06	3.990367e-06
9.753462e-06	-1.664966e-06	1.448405e-06
9.793159e-06	-1.716118e-06	-1.071899e-06
9.152246e-06	-1.724231e-06	-3.641899e-06
7.964953e-06	-1.622769e-06	-5.824617e-06
6.130810e-06	-1.631169e-06	-7.729971e-06
3.945109e-06	-1.643734e-06	-9.040700e-06
1.400246e-06	-1.650284e-06	-9.762985e-06
1.291912e-06	1.820566e-06	-9.747641e-06
3.851213e-06	1.818004e-06	-9.047819e-06
7.978580e-06	3.654826e-06	-4.794216e-06
9.337680e-06	3.567344e-06	-2.859675e-07
8.258542e-06	3.551973e-06	4.379494e-06
4.963654e-06	3.576237e-06	7.910289e-06
6.417985e-07	3.593591e-06	9.309897e-06
-7.774679e-07	1.630764e-06	9.835454e-06
-3.209188e-06	1.966105e-06	9.264747e-06
-2.287145e-06	8.300271e-08	9.734581e-06
-3.698282e-06	-2.005153e-06	9.072048e-06
-1.181486e-06	-1.965018e-06	9.733591e-06
-1.930072e-08	-3.978295e-06	9.174573e-06
4.310062e-06	-3.568588e-06	8.287855e-06
7.951312e-06	-3.310434e-06	5.081108e-06
9.393338e-06	-3.409568e-06	3.742246e-07
8.316662e-06	-3.394100e-06	-4.394681e-06
4.930978e-06	-3.494318e-06	-7.967132e-06
4.589373e-07	-3.861539e-06	-9.212920e-06
-9.659532e-07	-1.887717e-06	-9.772587e-06
-3.610790e-06	-2.403203e-06	-9.010373e-06
-2.541148e-06	-3.082746e-07	-9.666827e-06
-3.811080e-06	1.403098e-06	-9.138216e-06
-1.127019e-06	1.446204e-06	-9.830479e-06
3.156116e-08	3.644442e-06	-9.312199e-06
4.604951e-06	3.800145e-06	-8.022052e-06
6.437809e-06	5.345398e-06	-5.475521e-06
7.613080e-06	5.497808e-06	-3.437312e-06
4.937657e-06	5.348743e-06	-6.856419e-06
4.384513e-06	7.061465e-06	-5.559834e-06
2.445672e-06	8.190279e-06	-5.190184e-06
3.940031e-06	8.392980e-06	-3.746203e-06
3.041644e-06	9.347857e-06	-1.834661e-06
5.194483e-06	8.240404e-06	-2.261214e-06
6.047924e-06	7.955977e-06	-3.536196e-07
6.837165e-06	6.934111e-06	-2.274044e-06
8.445765e-06	5.127981e-06	-1.540408e-06
8.586633e-06	5.047836e-06	8.883069e-07
